timestamp,username,date,coordinates,keywords,reflections
3/29/2021 21:44:16,isocket,3/28/2021,"-1, -1","bored, a little tired",
3/29/2021 21:44:59,isocket,3/29/2021,"2, -3","relaxed, unstressed",
3/30/2021 22:35:21,isocket,3/30/2021,"-1, -1","a litle sad and bored, a bit tired",
4/1/2021 20:28:41,isocket,4/1/2021,"3, -1","content, determined, productive",
4/2/2021 23:51:09,isocket,4/2/2021,"3, 1","alert, focused, determined",
3/3/2021 23:02:14,jamppafl,3/3/2021,"-3, 3",Anxious,"Training in new job, waiting to hear about mortgage approval"
3/7/2021 23:15:56,jamppafl,3/7/2021,"3, 5","excited, anxious, busy","waiting to move in to my new house in a few days, need to pack, still have to go to work"
3/8/2021 22:03:59,jamppafl,3/8/2021,"-3, 5","tense, concentrated, tired","little sleep, busy day at work, packing to move into new house"
3/9/2021 21:09:57,jamppafl,3/9/2021,"4, 3","excited, busy, nervous, urgent","Packing to move in to new house, good tired."
3/10/2021 20:25:45,jamppafl,3/10/2021,"4, 4","Excited, busy, nervous, happy","Closed on a new house, starting moving in"
3/12/2021 22:20:06,jamppafl,3/11/2021,"-3, 5","Hurried, busy, rushed, tense.","moving in to new home, overdoing it, gave myself a bad headache, pushed beyond limits."
3/12/2021 22:21:49,jamppafl,3/12/2021,"-2, -5","tired, stressed","exhausted, unpacking, organizing."
3/13/2021 19:35:15,jamppafl,3/13/2021,"-3, 5","Tried, exhausted, rundown",All day headache and long naps but first dinner in new house
3/14/2021 23:36:39,jamppafl,3/14/2021,"3, -2","Content, tired","still unpacking after moving, headache cleared, went for a swim"
3/16/2021 0:29:40,jamppafl,3/15/2021,"3, -1","calm, content, busy",back to work after a week off
3/17/2021 11:21:08,jamppafl,3/16/2021,"1, 3","alert, tense, tired",busy day at work
3/18/2021 12:18:59,jamppafl,3/17/2021,"-3, -3",tired,busy working day
3/19/2021 8:29:15,jamppafl,3/18/2021,"1, -1","content, alert","unpacking, reorganizing, working"
3/20/2021 8:56:23,jamppafl,3/19/2021,"3, 2","happy, alert, calm","rushing around, last moving day"
3/21/2021 22:09:52,jamppafl,3/20/2021,"4, -2","content, excited, relaxed","day off, visit with mother-in-law, stuck in traffic"
3/21/2021 22:11:18,jamppafl,3/21/2021,"2, -3","content, serene","working day, gloomy sky"
3/23/2021 22:43:56,jamppafl,3/22/2021,"-3, 2","upset, tense, tired,","working day, stress at home"
3/23/2021 22:45:06,jamppafl,3/23/2021,"3, 0","content, calm, tired","busy working day, calm at home"
3/24/2021 21:58:04,jamppafl,3/24/2021,"-3, 0","tired, tense, stressed","working day, mild illness"
3/25/2021 21:45:59,jamppafl,3/25/2021,"4, -2","content, serene","explored the neighborhood, Greek independence day,"
3/26/2021 20:43:11,jamppafl,3/26/2021,"5, -2","calm, content",painting old condo
3/30/2021 20:50:44,jamppafl,3/27/2021,"4, 3","content, alert",final clean out of old condo
3/28/2021 18:10:04,jamppafl,3/28/2021,"1, 4","tense, alert,",busy working day
3/30/2021 20:52:12,jamppafl,3/29/2021,"1, -3","calm, content","busy working day, father arrived for a visit"
3/30/2021 20:54:03,jamppafl,3/30/2021,"-3, 1","tired, upset, stressed","busy working day, relaxing evening"
4/2/2021 18:51:34,jamppafl,3/31/2021,"3, 1","calm, alert",busy working day
4/2/2021 18:52:37,jamppafl,4/1/2021,"1, 1","alert, tense, ",busy working day
4/2/2021 18:53:43,jamppafl,4/2/2021,"5, -1","content, alert, ","day off, shopping, meals out"
3/7/2021 22:43:37,kayleew3,3/7/2021,"-2, -3","bored, tired",
3/8/2021 19:03:23,kayleew3,3/8/2021,"-3, 0","depressed, stressed",
3/9/2021 19:36:12,kayleew3,3/9/2021,"-3, 1","upset, tense, sad",
3/10/2021 20:05:27,kayleew3,3/10/2021,"-4, 1","tired, calm, happy",
3/12/2021 6:34:14,kayleew3,3/11/2021,"-3, -1","depressed, tired, upset",
3/12/2021 23:19:00,kayleew3,3/12/2021,"2, -1","content, serene",
3/13/2021 19:04:28,kayleew3,3/13/2021,"4, 2","happy, elated",
3/15/2021 10:16:36,kayleew3,3/14/2021,"1, 2","tense, happy",
3/16/2021 9:56:13,kayleew3,3/15/2021,"3, 3","excited,happy",
3/16/2021 19:57:27,kayleew3,3/16/2021,"0, 3","content, nervous",
3/17/2021 23:31:39,kayleew3,3/17/2021,"1, -4","happy, content",
3/18/2021 19:10:13,kayleew3,3/18/2021,"2, 2",excited,
3/19/2021 19:38:02,kayleew3,3/19/2021,"3, -2","calm,happy",
3/21/2021 19:48:10,kayleew3,3/20/2021,"4, -1","happy, content",
3/21/2021 16:40:36,kayleew3,3/21/2021,"4, 4",excited,
3/22/2021 21:07:47,kayleew3,3/22/2021,"2, -3","calm, serene",
3/23/2021 20:48:07,kayleew3,3/23/2021,"2, -4",calm,
3/24/2021 20:30:33,kayleew3,3/24/2021,"-4, 0","calm, bored",
3/25/2021 20:21:40,kayleew3,3/25/2021,"4, 4","excited, elated",
3/26/2021 19:07:24,kayleew3,3/26/2021,"4, 4","excited, alerted",
3/28/2021 19:37:51,kayleew3,3/27/2021,"-5, -1",tired,
3/28/2021 12:47:31,kayleew3,3/28/2021,"3, 1","happy, sad",
3/29/2021 19:32:21,kayleew3,3/29/2021,"4, 1",happy,
3/31/2021 19:01:12,kayleew3,3/31/2021,"1, 1","happy, sad",
4/1/2021 19:27:06,kayleew3,4/1/2021,"2, -1",happy,
3/6/2021 22:43:26,khristian_b,3/6/2021,"-2, -4",Tired,Sad
3/7/2021 7:42:52,khristian_b,3/6/2021,"-2, -4",Tired,Sad
3/7/2021 13:43:24,khristian_b,3/7/2021,"5, -3",Serene,
3/8/2021 19:06:24,khristian_b,3/8/2021,"2, 3",Happy,I’m feel fine today
3/9/2021 19:01:45,khristian_b,3/9/2021,"-3, 4",Serene,
3/10/2021 21:07:28,khristian_b,3/10/2021,"-2, -4",Bored,
3/11/2021 19:03:15,khristian_b,3/11/2021,"-1, 1",Upset,
3/12/2021 21:34:12,khristian_b,3/12/2021,"-1, 5",Content,
3/14/2021 8:41:15,khristian_b,3/13/2021,"4, 1",Excited,
3/15/2021 6:08:25,khristian_b,3/14/2021,"-1, -4",Tired,
3/16/2021 8:11:15,khristian_b,3/15/2021,"0, -1",Content,
3/17/2021 11:20:59,khristian_b,3/16/2021,"0, 1",Nice,
3/17/2021 19:57:42,khristian_b,3/17/2021,"-5, -1",Upset,
3/21/2021 9:55:54,khristian_b,3/18/2021,"-5, -1",Upset,
3/21/2021 9:57:36,khristian_b,3/19/2021,"0, 1",Little bit upset,
3/21/2021 9:58:23,khristian_b,3/20/2021,"3, -3",Serene,
3/22/2021 6:16:42,khristian_b,3/21/2021,"-5, 0",Sad,
3/23/2021 19:17:38,khristian_b,3/22/2021,"-1, -2",Sad,
3/23/2021 19:18:46,khristian_b,3/23/2021,"2, -3",Serene,
3/25/2021 22:00:39,khristian_b,3/24/2021,"2, -3",Serene,
3/25/2021 22:01:31,khristian_b,3/25/2021,"-2, 5",Tense,
3/28/2021 9:37:37,khristian_b,3/26/2021,"-2, 5",Tense,
3/28/2021 9:38:23,khristian_b,3/27/2021,"3, 0",Happy,
3/28/2021 21:23:18,khristian_b,3/28/2021,"4, -3",Serene,
3/29/2021 19:54:02,khristian_b,3/29/2021,"-1, 5",Tense,
3/6/2021 23:22:33,lukedanielcaddy,3/6/2021,"4, 2","Happy, joyful",Spent the day relaxing and spending time with friends
3/7/2021 22:39:54,lukedanielcaddy,3/7/2021,"3, -4","Relaxed, quiet",
3/8/2021 19:19:55,lukedanielcaddy,3/8/2021,"0, -1",Normal,
3/9/2021 22:35:04,lukedanielcaddy,3/9/2021,"-3, -5","Tired, exhausted",
3/10/2021 22:56:52,lukedanielcaddy,3/10/2021,"3, -1",Normal,
3/13/2021 9:15:45,lukedanielcaddy,3/11/2021,"3, 3","Excited, busy",
3/13/2021 9:16:59,lukedanielcaddy,3/12/2021,"4, -4",Relaxed,
3/14/2021 11:40:51,lukedanielcaddy,3/13/2021,"5, 2",Happy,Outing with a friend
3/15/2021 2:32:00,lukedanielcaddy,3/14/2021,"0, 1",Relaxed,
3/16/2021 16:58:49,lukedanielcaddy,3/15/2021,"-2, 2",Focused,Working
3/16/2021 20:53:30,lukedanielcaddy,3/16/2021,"5, -5",Relaxed,Day at home + I got the vaccine today
3/18/2021 9:15:59,lukedanielcaddy,3/17/2021,"2, -1",Normal,Day at home
3/18/2021 23:13:43,lukedanielcaddy,3/18/2021,"3, 6","Excited, motivated",Made a song today!
3/21/2021 11:09:18,lukedanielcaddy,3/19/2021,"-1, 3",Distracted,Working
3/21/2021 11:10:50,lukedanielcaddy,3/20/2021,"6, 3",Happy,Spent the afternoon flying kites at my parent’s and band practice in the evening
3/21/2021 22:40:20,lukedanielcaddy,3/21/2021,"5, 1",Relaxed,Relaxing day at home
3/22/2021 22:02:12,lukedanielcaddy,3/22/2021,"0, -5",Busy,First day back to school after break
3/23/2021 22:37:08,lukedanielcaddy,3/23/2021,"1, 3",Busy,
3/24/2021 19:09:09,lukedanielcaddy,3/24/2021,"2, 1",Focused,
3/27/2021 9:30:18,lukedanielcaddy,3/25/2021,"3, 5",Alert,
3/27/2021 9:31:05,lukedanielcaddy,3/26/2021,"4, -4",Relaxed,
3/30/2021 7:53:00,lukedanielcaddy,3/27/2021,"6, 1",Fun,Spent time with family
3/30/2021 7:54:29,lukedanielcaddy,3/28/2021,"0, 3",Focused,Work
3/30/2021 7:56:38,lukedanielcaddy,3/29/2021,"1, 1",Busy,School
3/31/2021 8:34:17,lukedanielcaddy,3/30/2021,"-3, -5",Tired,
4/1/2021 0:20:42,lukedanielcaddy,3/31/2021,"2, -1",Calm,
4/2/2021 8:59:15,lukedanielcaddy,4/1/2021,"6, 4",Happy,"Saw family, brother made a birth announcement "
3/7/2021 22:46:19,lvtwoodpecker,3/6/2021,"4, 1",happy,
3/7/2021 10:35:56,lvtwoodpecker,3/7/2021,"4, -2",Content,
3/8/2021 20:43:18,lvtwoodpecker,3/8/2021,"-3, 3",Stressed,
3/9/2021 20:11:12,lvtwoodpecker,3/9/2021,"-1, 2",Stressed,
3/11/2021 19:46:03,lvtwoodpecker,3/11/2021,"-1, 2",stressed,
3/12/2021 19:02:50,lvtwoodpecker,3/12/2021,"4, 4",Excited,
3/13/2021 23:39:29,lvtwoodpecker,3/13/2021,"4, -4",Relaxed,
3/14/2021 20:41:29,lvtwoodpecker,3/14/2021,"3, 1",Happy,
3/16/2021 22:12:28,lvtwoodpecker,3/15/2021,"3, -5",Calm,
3/16/2021 22:14:03,lvtwoodpecker,3/16/2021,"2, 2",slightly happy,
3/19/2021 1:33:17,lvtwoodpecker,3/17/2021,"-4, 1",Bored,
3/19/2021 1:34:05,lvtwoodpecker,3/18/2021,"3, -4",Relaxed,
3/21/2021 19:20:58,lvtwoodpecker,3/20/2021,"3, 3",Elated,
3/21/2021 2:38:34,lvtwoodpecker,3/21/2021,"-3, 3",Stressed,
3/24/2021 15:40:36,lvtwoodpecker,3/23/2021,"1, 1",Happy,
3/25/2021 12:11:58,lvtwoodpecker,3/24/2021,"1, -1",Content,
3/25/2021 12:09:31,lvtwoodpecker,3/25/2021,"2, 3",Happy,
3/23/2021 10:37:21,lvtwoodpecker,3/22/2021,"1, 0",Pleasant,
3/28/2021 20:09:23,lvtwoodpecker,3/26/2021,"1, 4",Elated,
3/28/2021 20:09:54,lvtwoodpecker,3/27/2021,"3, -2",Content,
3/28/2021 20:10:30,lvtwoodpecker,3/28/2021,"-1, -2",Bored,
3/30/2021 0:24:20,lvtwoodpecker,3/29/2021,"2, 4",Excited,
3/31/2021 1:27:11,lvtwoodpecker,3/30/2021,"3, 2",Happy,
3/31/2021 19:29:34,lvtwoodpecker,3/31/2021,"5, 1",Happy,
4/1/2021 20:23:29,lvtwoodpecker,4/1/2021,"4, -1",Content,
4/4/2021 18:31:03,lvtwoodpecker,4/2/2021,"4, 2",Slightly Happy,
4/4/2021 18:31:26,lvtwoodpecker,4/3/2021,"2, -2",Content,
3/4/2021 21:46:39,lw2784,3/4/2021,"1, 0",Fine,
3/7/2021 22:25:55,lw2784,3/6/2021,"4, 1","happy, yay",
3/7/2021 22:25:04,lw2784,3/7/2021,"-2, -5",Alright,
3/9/2021 19:01:59,lw2784,3/9/2021,"5, 1",happy,sunlight! outdoors! woo!
3/12/2021 15:13:05,lw2784,3/11/2021,"5, 1",Happy,Nice weather good walk
3/15/2021 23:42:20,lw2784,3/14/2021,"-3, 5","hungover, tired",i was tired :)
3/15/2021 23:37:14,lw2784,3/15/2021,"0, 3",stress?,gotta get ma work done
3/16/2021 19:01:42,lw2784,3/16/2021,"-3, 5",Tired,I am sleepy
3/20/2021 1:22:33,lw2784,3/19/2021,"5, 1","Chill, happy",Nice dinner
3/20/2021 19:03:28,lw2784,3/20/2021,"0, 0",Stressed but happy,
3/31/2021 21:28:29,lw2784,3/31/2021,"5, 0",happy,:)
3/8/2021 5:24:41,m_d_w,3/7/2021,"2, -1","Happy, Nostalgic, Social, Inactive",Shared some music with my mum and she did in return so some songs in the morning not scrobbled  mostly Elvis as it was the anniversary of my uncle who like him passing away and some stuff my mum and dad listened to in the 80s). Did a discord Flash and LP so didn’t decide what music to listen to myself for most of the day.
3/9/2021 3:58:30,m_d_w,3/8/2021,"-1, 0","Stressed, Sad, Happy",Low mood at work and during the day. Had a conversation on Discord in the evening about Katie Crutchfield/Waxahatchee that really lifted my mood.
3/10/2021 4:38:11,m_d_w,3/9/2021,"1, -1","Happy, Down, Nostalgic",Mood fluctuated quite a bit
3/11/2021 3:50:11,m_d_w,3/10/2021,"0, 0","Happy, Busy, Stressed, Frustrated","Mostly unpleasant during work day, pleasant after"
3/12/2021 5:13:24,m_d_w,3/11/2021,"3, -1","Calm, Happy, Relaxed",
3/13/2021 4:55:58,m_d_w,3/12/2021,"2, 0","Pleased, Content, Social",Had a good day at work and a lot of fun on the Last.FM Discord sharing some of my music with people.
3/14/2021 4:52:12,m_d_w,3/13/2021,"4, 0","Happy, Calm, Upbeat",Really enjoyed listening to and sharing music.
3/15/2021 7:11:35,m_d_w,3/14/2021,"3, 0","Happy, Relaxed",Great football match and some very enjoyable music.
3/17/2021 6:52:59,m_d_w,3/16/2021,"-1, -1","Low, Bored, Tired",
3/17/2021 19:06:54,m_d_w,3/17/2021,"3, 1","Happy, Energetic, Bouncy",Felt much more positive than usual and like I had a lot more energy.
3/18/2021 23:27:06,m_d_w,3/18/2021,"-2, 0","Sad, Stressed, Anti-social",
3/20/2021 6:53:28,m_d_w,3/19/2021,"-1, 3","Anxious, Busy",Had a lot of work calls and a social call that made me quite anxious.
3/21/2021 13:49:46,m_d_w,3/20/2021,"0, 0","Uneventful, relaxed",
3/22/2021 8:16:50,m_d_w,3/21/2021,"4, 1","Happy, Excited, Elated",Leicester game gave me a huge lift
3/23/2021 6:11:18,m_d_w,3/22/2021,"1, 1",Pleasant,Had fun on lfm discord
3/24/2021 5:32:09,m_d_w,3/23/2021,"-3, 3","Stressed, Anxious, Volatile",Had a bad day
3/25/2021 4:46:37,m_d_w,3/24/2021,"1, 1","Social, Happy",Listened to bad songs on lfm discord
3/26/2021 4:09:00,m_d_w,3/25/2021,"0, 2","Mixed, Anxious","Bad morning/afternoon, good evening"
3/6/2021 22:44:29,manicaggressi0n,3/6/2021,"3, -4","relaxed, content, calm",
3/8/2021 22:59:06,manicaggressi0n,3/8/2021,"4, -4","relaxed, calm, happy",i was high the entire day
3/9/2021 22:50:57,manicaggressi0n,3/9/2021,"4, -4","anxious, insecure",i started the day feeling okay but around 6 i started to feel shit
3/9/2021 2:13:11,manicaggressi0n,3/7/2021,"4, 4","alert, happy, energetic",i had a lot of coffee. i’m not usually this consistently happy lol
3/11/2021 12:30:16,manicaggressi0n,3/10/2021,"-3, -2","depressed, dissociated",i hung out with some friends today and that was fun. towards the end of the day i got really depressed until i got high
3/11/2021 20:58:48,manicaggressi0n,3/11/2021,"-6, 6","anxious, stressed, depressed",i started off the day in a really good mood but then i found out i may be getting fired from my job
3/13/2021 17:34:55,manicaggressi0n,3/12/2021,"5, 3","happy, elated",i think i submitted this as the 13th by accident so i’m resubmitting
3/13/2021 19:35:19,manicaggressi0n,3/13/2021,"-6, -3","depressed, disconnected",
3/15/2021 19:01:34,manicaggressi0n,3/14/2021,"-3, -6","exhausted, depressed",
3/15/2021 19:02:05,manicaggressi0n,3/15/2021,"-5, -1","tired, sad",
3/7/2021 12:56:55,marcelo_ricartt,3/6/2021,"4, -4","relaxed, calm, content","It was a day of just sitting back and relaxing. Listened to some music, played some games and watched a movie."
3/7/2021 22:25:54,marcelo_ricartt,3/7/2021,"5, -3","serene, calm","Sunday is a day of rest and spending time with my family, so I didn't listen to a lot of stuff. Mostly shuffled my liked songs on Spotify while doing the dishes and taking a shower."
3/9/2021 4:01:57,marcelo_ricartt,3/8/2021,"-4, 3","stressed, anxious",Some stress at work. Mondays are usually the worst.
3/10/2021 19:20:29,marcelo_ricartt,3/9/2021,"-3, -5","tired, fatigue",
3/11/2021 17:17:40,marcelo_ricartt,3/10/2021,"2, -1","pleasant, content",
3/11/2021 22:36:54,marcelo_ricartt,3/11/2021,"3, 3","happy, elated",
3/12/2021 22:44:07,marcelo_ricartt,3/12/2021,"4, -1","pleasant, content",
3/13/2021 23:28:11,marcelo_ricartt,3/13/2021,"3, -4","pleasant, relaxed",Slept a lot.
3/14/2021 23:35:28,marcelo_ricartt,3/14/2021,"5, -5","calm, relaxed",
3/16/2021 21:23:21,marcelo_ricartt,3/15/2021,"-4, 3","nervous, stressed",
3/16/2021 23:47:43,marcelo_ricartt,3/16/2021,"-6, -6",tired,
3/17/2021 22:53:09,marcelo_ricartt,3/17/2021,"-6, -3","depressed, rock bottom",
3/18/2021 23:04:14,marcelo_ricartt,3/18/2021,"-3, -4","tired, exhausted",
3/20/2021 1:57:30,marcelo_ricartt,3/19/2021,"2, 5","alert,",
3/21/2021 2:16:55,marcelo_ricartt,3/20/2021,"4, -4","relaxed, serene",
3/22/2021 9:11:18,marcelo_ricartt,3/21/2021,"3, -6","calm, relaxed",
3/24/2021 18:50:35,marcelo_ricartt,3/22/2021,"3, 5",alert. active,
3/24/2021 18:52:02,marcelo_ricartt,3/23/2021,"-6, -6","drained, tired, exhausted",
3/24/2021 23:15:26,marcelo_ricartt,3/24/2021,"3, -2","happy, content",
3/25/2021 23:39:02,marcelo_ricartt,3/25/2021,"-1, -5",tired,
3/27/2021 0:41:19,marcelo_ricartt,3/26/2021,"3, -1",content,
3/28/2021 2:33:05,marcelo_ricartt,3/27/2021,"3, 2",happy,
3/29/2021 13:11:56,marcelo_ricartt,3/28/2021,"4, 1",happy,
3/30/2021 13:52:10,marcelo_ricartt,3/29/2021,"3, 3",elated,
3/31/2021 12:54:40,marcelo_ricartt,3/30/2021,"-3, -6",tired,
3/31/2021 22:35:29,marcelo_ricartt,3/31/2021,"3, -2",content,
4/3/2021 3:28:28,marcelo_ricartt,4/1/2021,"-4, -2",bored,
4/3/2021 3:29:10,marcelo_ricartt,4/2/2021,"-4, -2",sad,
3/7/2021 1:50:35,martyna_ub,3/6/2021,"-3, 3","Tense, nervous, hurrying",
3/8/2021 2:27:29,martyna_ub,3/7/2021,"2, -2",Relaxed,
3/8/2021 19:02:55,martyna_ub,3/8/2021,"-2, -2",Feeling sick,
3/9/2021 19:08:51,martyna_ub,3/9/2021,"2, 1",Collected,
3/10/2021 19:02:50,martyna_ub,3/10/2021,"3, 1","Pleasant, calm",
3/11/2021 19:03:00,martyna_ub,3/11/2021,"-5, -1","Sad, confused",
3/12/2021 17:36:03,martyna_ub,3/12/2021,"-4, 0",Sad,
3/15/2021 19:02:02,martyna_ub,3/14/2021,"0, 0",Neutral,
3/15/2021 19:01:38,martyna_ub,3/15/2021,"0, -3","Tired, low energy",
3/16/2021 19:13:02,martyna_ub,3/16/2021,"2, 2",Good mood,
3/18/2021 21:50:16,martyna_ub,3/18/2021,"2, 2",Happy,
3/19/2021 19:50:23,martyna_ub,3/19/2021,"1, 1",Tired,
3/20/2021 19:12:24,martyna_ub,3/20/2021,"2, 2","Relaxed, normal",
3/21/2021 20:01:48,martyna_ub,3/21/2021,"1, -1","Calm, uplifted",
3/23/2021 19:03:48,martyna_ub,3/23/2021,"-2, -1","Tired, lazy, nervous",
3/24/2021 21:16:52,martyna_ub,3/24/2021,"2, -1","Content, calm, tired",
3/25/2021 19:02:23,martyna_ub,3/25/2021,"3, 3","Good mood, excited, happy",
3/26/2021 19:10:00,martyna_ub,3/26/2021,"3, 3","Excited, happy",
3/27/2021 20:49:17,martyna_ub,3/27/2021,"2, -2","Calm, ok",
3/28/2021 19:01:24,martyna_ub,3/28/2021,"2, 2",Pleasant,
3/29/2021 19:38:45,martyna_ub,3/29/2021,"-1, -4","Lazy, tired, dull",
4/1/2021 19:03:04,martyna_ub,4/1/2021,2. 2,Ok,
3/5/2021 19:19:46,mibbie99,3/5/2021,"2, -2","calm, relaxed",I went out for a hiking walk today and sat in my bed
3/7/2021 22:27:48,mibbie99,3/6/2021,"4, -2","happy, chill, content",I went grocery shopping with my brother and played mahjong with my family
3/7/2021 22:26:17,mibbie99,3/7/2021,"1, 2","happy, stressed, concentrating",I moved back into my dorm which was slightly stressful but excited to move back
3/8/2021 20:26:21,mibbie99,3/8/2021,"-1, -2","tired, apathetic","boring day of classes, had more fun towards the end dancing but it was tiring at the end of the day"
3/9/2021 21:36:14,mibbie99,3/9/2021,"5, 4","happy, excited, having fun",went outside and spent time in the sun with friends
3/10/2021 20:05:35,mibbie99,3/10/2021,"1, -2","content, relaxed",took photos outside
3/13/2021 16:15:08,mibbie99,3/11/2021,"5, 4","excited, having fun, elated",had a lot of good food
3/13/2021 16:24:49,mibbie99,3/12/2021,"4, 3","Happy, tired, elated",danced a lot today
3/13/2021 19:01:57,mibbie99,3/13/2021,"0, -3","slow, tired, fine",slow day today stayed on my phone
3/23/2021 23:17:59,mibbie99,3/17/2021,"3, 2","fun, busy, tired",ate some ramen and danced all day
3/15/2021 23:37:34,mibbie99,3/14/2021,"-1, -3","stressed, physically tired",a lot of dancing today I had fun but I was really tired
3/17/2021 14:52:27,mibbie99,3/15/2021,"0, -3","tired, slow",homework day
3/17/2021 14:53:30,mibbie99,3/16/2021,"-3, 3","stressed, working hard, struggling",worked on a homework assignment that took the entire day
4/5/2021 22:56:49,mibbie99,3/18/2021,"-2, -2","stressed, upset",Just a working day
4/5/2021 22:59:00,mibbie99,3/19/2021,"2, 2","Stressed, Excited, Busy",Danced and ate food with people
4/5/2021 22:59:59,mibbie99,3/20/2021,"3, 3","Chill, happy",met up with friends
4/5/2021 23:01:24,mibbie99,3/21/2021,"1, -1","working, mindless, busy",working on mindless hw
4/5/2021 23:02:36,mibbie99,3/22/2021,"0, 2","working, alert",working on presentation
4/5/2021 23:03:13,mibbie99,3/23/2021,"0, 1","working, busy, chill",worked and watched shows
4/5/2021 23:07:36,mibbie99,3/24/2021,"1, 2","alert, working",homework day
4/5/2021 23:08:43,mibbie99,3/25/2021,"2, 2","excited, happy, chill",danced a bit and met new people
4/5/2021 23:17:37,mibbie99,3/26/2021,"2, 2","chill, worked ",worked today but also danced
4/5/2021 23:18:14,mibbie99,3/27/2021,"3, 4","busy, tired, happy, excited",danced all morning and had brunch
4/5/2021 23:19:43,mibbie99,3/28/2021,"2, 3","busy, tired, content",danced and worked
4/5/2021 23:20:59,mibbie99,3/29/2021,"-2, 4","busy, tired, exhausted ",worked all day preparing for presentation
4/5/2021 23:23:27,mibbie99,3/30/2021,"0, 2","chill, tired, working",working on big project
4/5/2021 23:24:18,mibbie99,3/31/2021,"2, 2","happy, busy, stressed",worked hard but also spent time outside
4/5/2021 23:24:54,mibbie99,4/1/2021,"-2, 3","stressed, working hard",big project due
3/6/2021 23:14:17,mivandu45,3/6/2021,"-1, -3","unsatisfied, neutral, unfulfilled","Today started slow, and I didn't get my target amount of work done. I still got a decent amount of relaxation, but it wasn't really fulfilling."
3/7/2021 22:39:35,mivandu45,3/7/2021,"3, 2","Productive, prepared, at peace",did buncha chores
3/8/2021 23:05:08,mivandu45,3/8/2021,"1, 4","Energetic, confident",
3/9/2021 22:33:25,mivandu45,3/9/2021,"3, 1","Motivated, content",
3/10/2021 22:29:02,mivandu45,3/10/2021,"1, -2","Content, indifferent",Kinda just felt like I was carried on a conveyor belt through the day
3/11/2021 21:34:23,mivandu45,3/11/2021,"2, -2","Tired, peaceful, warm",vibes
3/12/2021 23:24:09,mivandu45,3/12/2021,"2, 0","productive, important, neutral, indifferent",some good some bad
3/13/2021 23:14:52,mivandu45,3/13/2021,"1, -3","fatigued, excited",lots of energy and it was all used up
3/14/2021 23:08:54,mivandu45,3/14/2021,"-4, -1","empty, frustrated, conflicted, unfulfilled",beginning of day low energy end of day stressed. ok fine yeah i didn't listen to much music today u can see that in the data but like there are def other factors
3/15/2021 22:52:19,mivandu45,3/15/2021,"-3, 2","indecisive, disappointed, frustrated",
3/16/2021 22:14:52,mivandu45,3/16/2021,"1, 3",productive,
3/17/2021 22:23:20,mivandu45,3/17/2021,"-1, 4","stressed, frustrated, disappointed","end of day was much better, the pleasantness axis kinda balanced out"
3/18/2021 22:01:48,mivandu45,3/18/2021,"1, 1","content, productive","did today even happen? also, some lingering stress"
3/19/2021 22:14:45,mivandu45,3/19/2021,"3, 3","fulfilled, productive, nostalgic, important",
3/20/2021 23:13:27,mivandu45,3/20/2021,"2, 5","productive, busy, important",
3/21/2021 21:44:33,mivandu45,3/21/2021,"1, -5","exhausted, happy, angsty",
3/22/2021 23:09:19,mivandu45,3/22/2021,"0, -4","tired, active",did a lot but at what cost
3/23/2021 22:29:53,mivandu45,3/23/2021,"3, 2","optimistic, rejuvenated, motivated",
3/24/2021 21:50:37,mivandu45,3/24/2021,"4, 0",excited,
3/25/2021 21:33:33,mivandu45,3/25/2021,"5, -1","relaxed, excited",
3/26/2021 19:43:36,mivandu45,3/26/2021,"5, 1","tired, happy, recharged",end of day > start of day
3/27/2021 21:21:19,mivandu45,3/27/2021,"-1, -3",burnt out,
3/28/2021 22:11:41,mivandu45,3/28/2021,"2, -3","relaxed, stagnant, entertained",
3/30/2021 0:18:50,mivandu45,3/29/2021,"-2, 4","productive, nervous, frustrated, conflicted",
3/30/2021 22:49:26,mivandu45,3/30/2021,"3, 1","sad, recharged, optimistic",end of day > beginning of day
3/31/2021 21:41:22,mivandu45,3/31/2021,"0, 0","neutral, restless",idk????
4/1/2021 21:12:01,mivandu45,4/1/2021,1. 1,"content, motivated",
4/2/2021 22:09:39,mivandu45,4/2/2021,"-2, -3","hollow, frustrated, exhausted",
4/3/2021 22:55:03,mivandu45,4/3/2021,"2, -1","alright, normal, relaxed, functional",
3/3/2021 21:56:43,molokoplusx359x,3/4/2021,"-5, -2",Sad,"This is some light/calm sadness, not deep or extreme."
3/7/2021 7:32:21,molokoplusx359x,3/7/2021,"0, 0",Can't detect any distinctive feelings.,"Just got out of bed so maybe that's why I'm not in a ""mood"" yet. But  0,0) is coordinates too, right?"
3/7/2021 22:47:30,molokoplusx359x,3/8/2021,"-5, 0","Sad, upset",
3/8/2021 19:08:52,molokoplusx359x,3/9/2021,"3, -5",Calm,
3/9/2021 19:36:10,molokoplusx359x,3/10/2021,"3, -5",Calm,
3/10/2021 23:05:14,molokoplusx359x,3/11/2021,"-5, -3",Depressed,
3/11/2021 19:02:47,molokoplusx359x,3/12/2021,"4, -4",Relaxed,
3/13/2021 3:10:22,molokoplusx359x,3/13/2021,"4, -4",Relaxed,
3/14/2021 19:03:04,molokoplusx359x,3/14/2021,"4, 4",Excited,
3/14/2021 9:15:17,molokoplusx359x,3/15/2021,"4, 4",Excited,
